BACIA;AMBIENTE;ANO;TIPO ATIVIDADE;QUANTIDADE ATIVIDADE;UNIDADE DA ATIVIDADE
Alagoas;MAR;2025;Sem Atividade;0,0;sem unidade
Alagoas;MAR;2026;Sem Atividade;0,0;sem unidade
Alagoas;MAR;2027;Sem Atividade;0,0;sem unidade
Alagoas;MAR;2028;Completação para produção;1,0;Unidade
Alagoas;MAR;2028;Perfuração - produtor;1,0;Unidade
Alagoas;MAR;2029;Sem Atividade;0,0;sem unidade
Alagoas;TERRA;2025;Abandono Permanente;39,0;Unidade
Alagoas;TERRA;2025;Coleta - linhas - lançamento (inclui risers);9,1;Kilômetro
Alagoas;TERRA;2025;Completação para produção;5,0;Unidade
Alagoas;TERRA;2025;Descomissionamento - Arrasamento de poço;40,0;Unidade
Alagoas;TERRA;2025;Descomissionamento - remoção de linhas;13,97;Kilômetro
Alagoas;TERRA;2025;Escoamento - oleoduto - lançamento;15,0;Kilômetro
Alagoas;TERRA;2025;Perfuração - produtor;2,0;Unidade
Alagoas;TERRA;2025;Recompletação para injeção;3,0;Unidade
Alagoas;TERRA;2025;Recompletação para produção;39,0;Unidade
Alagoas;TERRA;2025;Recuperação Ambiental;0,16;Kilômetro Quadrado
Alagoas;TERRA;2025;Remoção de instalações associadas à Unidades Produção Terrestres;27,0;Unidade
Alagoas;TERRA;2025;Sem Atividade;0,0;sem unidade
Alagoas;TERRA;2026;Coleta - linhas - lançamento (inclui risers);9,0;Kilômetro
Alagoas;TERRA;2026;Completação para produção;10,0;Unidade
Alagoas;TERRA;2026;Perfuração - produtor;10,0;Unidade
Alagoas;TERRA;2026;Recompletação para injeção;6,0;Unidade
Alagoas;TERRA;2026;Recompletação para produção;31,0;Unidade
Alagoas;TERRA;2026;Sem Atividade;0,0;sem unidade
Alagoas;TERRA;2027;Coleta - linhas - lançamento (inclui risers);7,0;Kilômetro
Alagoas;TERRA;2027;Completação para produção;13,0;Unidade
Alagoas;TERRA;2027;Perfuração - produtor;13,0;Unidade
Alagoas;TERRA;2027;Recompletação para injeção;3,0;Unidade
Alagoas;TERRA;2027;Recompletação para produção;22,0;Unidade
Alagoas;TERRA;2027;Sem Atividade;0,0;sem unidade
Alagoas;TERRA;2027;UEP - alteração/ampliação/melhorias;1,0;Unidade
Alagoas;TERRA;2028;Coleta - linhas - lançamento (inclui risers);4,0;Kilômetro
Alagoas;TERRA;2028;Completação para produção;7,0;Unidade
Alagoas;TERRA;2028;Perfuração - produtor;7,0;Unidade
Alagoas;TERRA;2028;Recompletação para produção;1,0;Unidade
Alagoas;TERRA;2028;Sem Atividade;0,0;sem unidade
Alagoas;TERRA;2029;Completação para produção;3,0;Unidade
Alagoas;TERRA;2029;Perfuração - produtor;3,0;Unidade
Alagoas;TERRA;2029;Recompletação para produção;1,0;Unidade
Alagoas;TERRA;2029;Sem Atividade;0,0;sem unidade
Amazonas;TERRA;2025;Coleta - linhas - lançamento (inclui risers);1,15;Kilômetro
Amazonas;TERRA;2025;Coleta - manifold - instalação;0,6;Unidade
Amazonas;TERRA;2025;Levantamento de Sísmica 2D - Aquisição;176,9;Kilômetro
Amazonas;TERRA;2025;Levantamento de Sísmica 3D - Aquisição;57,2;Kilômetro Quadrado
Amazonas;TERRA;2025;Sem Atividade;0,0;sem unidade
Amazonas;TERRA;2025;UEP - construção;0,81;Unidade
Amazonas;TERRA;2026;Coleta - linhas - lançamento (inclui risers);45,5;Kilômetro
Amazonas;TERRA;2026;Coleta - manifold - instalação;4,72;Unidade
Amazonas;TERRA;2026;Completação para injeção;1,0;Unidade
Amazonas;TERRA;2026;Completação para produção;3,0;Unidade
Amazonas;TERRA;2026;Perfuração - injetor;1,0;Unidade
Amazonas;TERRA;2026;Perfuração - produtor;3,0;Unidade
Amazonas;TERRA;2026;Recompletação para produção;1,0;Unidade
Amazonas;TERRA;2026;Sem Atividade;0,0;sem unidade
Amazonas;TERRA;2026;Teste de Longa Duração - TLD;1,0;Unidade
Amazonas;TERRA;2026;UEP - construção;0,01;Unidade
Amazonas;TERRA;2027;Coleta - linhas - lançamento (inclui risers);1,15;Kilômetro
Amazonas;TERRA;2027;Escoamento - compressor - instalação;0,29;Unidade
Amazonas;TERRA;2027;Escoamento - gasoduto - lançamento;1,52;Kilômetro
Amazonas;TERRA;2027;Recompletação para injeção;1,0;Unidade
Amazonas;TERRA;2027;Sem Atividade;0,0;sem unidade
Amazonas;TERRA;2027;UEP - construção;0,86;Unidade
Amazonas;TERRA;2028;Abandono Permanente;1,0;Unidade
Amazonas;TERRA;2028;Coleta - manifold - instalação;4,0;Unidade
Amazonas;TERRA;2028;Descomissionamento - Arrasamento de poço;1,0;Unidade
Amazonas;TERRA;2028;Escoamento - compressor - instalação;0,63;Unidade
Amazonas;TERRA;2028;Escoamento - gasoduto - lançamento;8,13;Kilômetro
Amazonas;TERRA;2028;Sem Atividade;0,0;sem unidade
Amazonas;TERRA;2028;UEP - construção;0,37;Unidade
Amazonas;TERRA;2029;Abandono Permanente;1,0;Unidade
Amazonas;TERRA;2029;Descomissionamento - Arrasamento de poço;1,0;Unidade
Amazonas;TERRA;2029;Escoamento - compressor - instalação;0,08;Unidade
Amazonas;TERRA;2029;Recuperação Ambiental;0,01;Kilômetro Quadrado
Amazonas;TERRA;2029;Remoção de instalações associadas à Unidades Produção Terrestres;1,0;Unidade
Amazonas;TERRA;2029;Sem Atividade;0,0;sem unidade
Amazonas;TERRA;2029;UEP - construção;0,03;Unidade
Barreirinhas;TERRA;2025;Perfuração - exploratório;1,0;Unidade
Barreirinhas;TERRA;2025;Teste de Formação - poço exploratório;1,0;Unidade
Barreirinhas;TERRA;2026;Sem Atividade;0,0;sem unidade
Barreirinhas;TERRA;2027;Sem Atividade;0,0;sem unidade
Barreirinhas;TERRA;2028;Sem Atividade;0,0;sem unidade
Barreirinhas;TERRA;2029;Sem Atividade;0,0;sem unidade
Camamu;MAR;2025;Sem Atividade;0,0;sem unidade
Camamu;MAR;2026;Sem Atividade;0,0;sem unidade
Camamu;MAR;2027;Sem Atividade;0,0;sem unidade
Camamu;MAR;2028;Sem Atividade;0,0;sem unidade
Camamu;MAR;2029;Sem Atividade;0,0;sem unidade
Camamu;TERRA;2025;Abandono Permanente;3,0;Unidade
Camamu;TERRA;2025;Descomissionamento - Arrasamento de poço;3,0;Unidade
Camamu;TERRA;2025;Recuperação Ambiental;2,28;Kilômetro Quadrado
Camamu;TERRA;2025;Remoção de instalações associadas à Unidades Produção Terrestres;3,0;Unidade
Camamu;TERRA;2025;Teste de Formação - poço explotatório;4,0;Unidade
Camamu;TERRA;2025;UEP - alteração/ampliação/melhorias;1,0;Unidade
Camamu;TERRA;2026;Sem Atividade;0,0;sem unidade
Camamu;TERRA;2027;Sem Atividade;0,0;sem unidade
Camamu;TERRA;2028;Sem Atividade;0,0;sem unidade
Camamu;TERRA;2029;Sem Atividade;0,0;sem unidade
Campos;MAR;2025;Abandono Permanente;101,58;Unidade
Campos;MAR;2025;Coleta - linhas - lançamento (inclui risers);749,38;Kilômetro
Campos;MAR;2025;Coleta - manifold - instalação;10,48;Unidade
Campos;MAR;2025;Coleta - sistema de processamento submarino - instalação;1,0;Unidade
Campos;MAR;2025;Completação para injeção;10,0;Unidade
Campos;MAR;2025;Completação para produção;47,37;Unidade
Campos;MAR;2025;Descomissionamento - Arrasamento de poço;1,0;Unidade
